,k,date,value,var,type
2319,la volcana Apartments,2026-01-01,1519.6614652740807,price,lower
2320,la volcana Apartments,2026-04-01,1515.284230275425,price,lower
2321,la volcana Apartments,2026-07-01,1512.271000433383,price,lower
2322,la volcana Apartments,2026-10-01,1506.3670353786852,price,lower
2323,la volcana Apartments,2027-01-01,1509.9956732593168,price,lower
2324,la volcana Apartments,2027-04-01,1501.849117646937,price,lower
2325,la volcana Apartments,2027-07-01,1506.2428815189453,price,lower
2326,la volcana Apartments,2027-10-01,1506.6325804761673,price,lower
2327,la volcana Apartments,2028-01-01,1502.7455531790658,price,lower
2328,la volcana Apartments,2028-04-01,1506.9751329453015,price,lower
2329,la volcana Apartments,2028-07-01,1512.5682048851777,price,lower
2330,la volcana Apartments,2028-10-01,1510.5118486029266,price,lower
2331,lagasca Property,2023-10-01,7385.972599375407,price,lower
2332,lagasca Property,2024-01-01,7209.357403756649,price,lower
2333,lagasca Property,2024-04-01,7108.013819593201,price,lower
2334,lagasca Property,2024-07-01,7052.431211333465,price,lower
2335,lagasca Property,2024-10-01,6994.166073275071,price,lower
2336,lagasca Property,2025-01-01,6985.144755408535,price,lower
2337,lagasca Property,2025-04-01,6956.664419535507,price,lower
2338,lagasca Property,2025-07-01,6929.008089329067,price,lower
2339,lagasca Property,2025-10-01,6896.599483863043,price,lower
2340,lagasca Property,2026-01-01,6879.633204907435,price,lower
2341,lagasca Property,2026-04-01,6881.14735318778,price,lower
2342,lagasca Property,2026-07-01,6854.455612140032,price,lower
2343,lagasca Property,2026-10-01,6833.258818032624,price,lower
2344,lagasca Property,2027-01-01,6834.463555730048,price,lower
2345,lagasca Property,2027-04-01,6832.0241519086685,price,lower
2346,lagasca Property,2027-07-01,6812.775402348268,price,lower
2347,lagasca Property,2027-10-01,6817.58332765416,price,lower
2348,lagasca Property,2028-01-01,6801.264652457093,price,lower
2349,lagasca Property,2028-04-01,6792.484459084276,price,lower
2350,lagasca Property,2028-07-01,6771.6754833368495,price,lower
2351,lagasca Property,2028-10-01,6786.255644044472,price,lower
2352,Patricia Manor Place,2023-10-01,74740.7804,price,upper
2353,Patricia Manor Place,2024-01-01,73933.0799052957,price,upper
2354,Patricia Manor Place,2024-04-01,73295.84540792607,price,upper
2355,Patricia Manor Place,2024-07-01,72903.87058089419,price,upper
2356,Patricia Manor Place,2024-10-01,72577.84310389282,price,upper
2357,Patricia Manor Place,2025-01-01,72400.95690953633,price,upper
2358,Patricia Manor Place,2025-04-01,72449.53541333167,price,upper
2359,Patricia Manor Place,2025-07-01,72465.8139298699,price,upper
2360,Patricia Manor Place,2025-10-01,72787.22490797125,price,upper
2361,Patricia Manor Place,2026-01-01,73058.31722462656,price,upper
2362,Patricia Manor Place,2026-04-01,73435.3832315938,price,upper
2363,Patricia Manor Place,2026-07-01,73905.01578407334,price,upper
2364,Patricia Manor Place,2026-10-01,74329.81321715032,price,upper
2365,Patricia Manor Place,2027-01-01,74792.65632076775,price,upper
2366,Patricia Manor Place,2027-04-01,75349.36590408129,price,upper
2367,Patricia Manor Place,2027-07-01,75940.175909627,price,upper
2368,Patricia Manor Place,2027-10-01,76424.97080354675,price,upper
2369,Patricia Manor Place,2028-01-01,77031.47065542483,price,upper
2370,Patricia Manor Place,2028-04-01,77690.58868185172,price,upper
2371,Patricia Manor Place,2028-07-01,78346.69158554239,price,upper
2372,Patricia Manor Place,2028-10-01,79224.65573584168,price,upper
2373,Regency - Tanglewood - Marquee - Wildwood,2023-10-01,75850.7831,price,upper
2374,Regency - Tanglewood - Marquee - Wildwood,2024-01-01,76553.99647916718,price,upper
2375,Regency - Tanglewood - Marquee - Wildwood,2024-04-01,76946.93007013909,price,upper
2376,Regency - Tanglewood - Marquee - Wildwood,2024-07-01,77584.98129572779,price,upper
2377,Regency - Tanglewood - Marquee - Wildwood,2024-10-01,78201.73718401861,price,upper
2378,Regency - Tanglewood - Marquee - Wildwood,2025-01-01,78979.98814417742,price,upper
2379,Regency - Tanglewood - Marquee - Wildwood,2025-04-01,79761.37519711173,price,upper
2380,Regency - Tanglewood - Marquee - Wildwood,2025-07-01,80605.14047421038,price,upper
2381,Regency - Tanglewood - Marquee - Wildwood,2025-10-01,81382.41978977185,price,upper
2382,Regency - Tanglewood - Marquee - Wildwood,2026-01-01,82289.53533398053,price,upper
2383,Regency - Tanglewood - Marquee - Wildwood,2026-04-01,82899.62812270282,price,upper
2384,Regency - Tanglewood - Marquee - Wildwood,2026-07-01,83824.41190401163,price,upper
2385,Regency - Tanglewood - Marquee - Wildwood,2026-10-01,84559.07006198993,price,upper
2386,Regency - Tanglewood - Marquee - Wildwood,2027-01-01,85418.01033833127,price,upper
2387,Regency - Tanglewood - Marquee - Wildwood,2027-04-01,86414.52811124067,price,upper
2388,Regency - Tanglewood - Marquee - Wildwood,2027-07-01,87060.61238404698,price,upper
2389,Regency - Tanglewood - Marquee - Wildwood,2027-10-01,87934.29273153911,price,upper
2390,Regency - Tanglewood - Marquee - Wildwood,2028-01-01,88585.66947614064,price,upper
2391,Regency - Tanglewood - Marquee - Wildwood,2028-04-01,89624.69810617887,price,upper
2392,Regency - Tanglewood - Marquee - Wildwood,2028-07-01,90321.76060194035,price,upper
2393,Regency - Tanglewood - Marquee - Wildwood,2028-10-01,91199.9250678509,price,upper
2394,Sutton Place,2023-10-01,84325.743,price,upper
2395,Sutton Place,2024-01-01,84002.7826172483,price,upper
2396,Sutton Place,2024-04-01,83935.71404790103,price,upper
2397,Sutton Place,2024-07-01,84086.98894326726,price,upper
2398,Sutton Place,2024-10-01,84399.80768556528,price,upper
2399,Sutton Place,2025-01-01,84852.06477110852,price,upper
2400,Sutton Place,2025-04-01,85417.01413942613,price,upper
2401,Sutton Place,2025-07-01,86075.11734725707,price,upper
2402,Sutton Place,2025-10-01,86810.00558653584,price,upper
2403,Sutton Place,2026-01-01,87610.73450061756,price,upper
2404,Sutton Place,2026-04-01,88463.59270137514,price,upper
2405,Sutton Place,2026-07-01,89367.2776022051,price,upper
2406,Sutton Place,2026-10-01,90311.87229580298,price,upper
2407,Sutton Place,2027-01-01,91291.423224793,price,upper
2408,Sutton Place,2027-04-01,92303.51093319044,price,upper
2409,Sutton Place,2027-07-01,93342.97630004835,price,upper
2410,Sutton Place,2027-10-01,94408.13040212447,price,upper
2411,Sutton Place,2028-01-01,95497.77699907185,price,upper
2412,Sutton Place,2028-04-01,96609.57301364624,price,upper
2413,Sutton Place,2028-07-01,97740.62811725544,price,upper
2414,Sutton Place,2028-10-01,98891.40944516093,price,upper
2415,Turks (Approx) - Miami S. Beach 5 stars,2023-10-01,451573.0711,price,upper
2416,Turks (Approx) - Miami S. Beach 5 stars,2024-01-01,464943.53657606605,price,upper
2417,Turks (Approx) - Miami S. Beach 5 stars,2024-04-01,470997.893706781,price,upper
2418,Turks (Approx) - Miami S. Beach 5 stars,2024-07-01,478011.42493363924,price,upper
2419,Turks (Approx) - Miami S. Beach 5 stars,2024-10-01,483195.8545314961,price,upper
2420,Turks (Approx) - Miami S. Beach 5 stars,2025-01-01,489506.92975129833,price,upper
2421,Turks (Approx) - Miami S. Beach 5 stars,2025-04-01,496092.74606214697,price,upper
2422,Turks (Approx) - Miami S. Beach 5 stars,2025-07-01,501078.26971042604,price,upper
2423,Turks (Approx) - Miami S. Beach 5 stars,2025-10-01,506667.7094943479,price,upper
2424,Turks (Approx) - Miami S. Beach 5 stars,2026-01-01,511744.0645902821,price,upper
2425,Turks (Approx) - Miami S. Beach 5 stars,2026-04-01,515862.61947281956,price,upper
2426,Turks (Approx) - Miami S. Beach 5 stars,2026-07-01,519867.43507394043,price,upper
2427,Turks (Approx) - Miami S. Beach 5 stars,2026-10-01,523512.04126026254,price,upper
2428,Turks (Approx) - Miami S. Beach 5 stars,2027-01-01,527098.9746386508,price,upper
2429,Turks (Approx) - Miami S. Beach 5 stars,2027-04-01,532534.5192139604,price,upper
2430,Turks (Approx) - Miami S. Beach 5 stars,2027-07-01,533411.9998741373,price,upper
2431,Turks (Approx) - Miami S. Beach 5 stars,2027-10-01,538266.7123859255,price,upper
2432,Turks (Approx) - Miami S. Beach 5 stars,2028-01-01,541069.5615247343,price,upper
2433,Turks (Approx) - Miami S. Beach 5 stars,2028-04-01,546076.3075321078,price,upper
2434,Turks (Approx) - Miami S. Beach 5 stars,2028-07-01,550025.2250977282,price,upper
2435,Turks (Approx) - Miami S. Beach 5 stars,2028-10-01,552451.6053462243,price,upper
2436,el retiro Farm,2023-10-01,1520.760082437432,price,upper
2437,el retiro Farm,2024-01-01,1617.7683025586723,price,upper
2438,el retiro Farm,2024-04-01,1714.1694380010242,price,upper
2439,el retiro Farm,2024-07-01,1801.3191766767845,price,upper
2440,el retiro Farm,2024-10-01,1840.8313365172369,price,upper
2441,el retiro Farm,2025-01-01,1882.8464168232035,price,upper
2442,el retiro Farm,2025-04-01,1930.661303521201,price,upper
2443,el retiro Farm,2025-07-01,1991.3319526796117,price,upper
2444,el retiro Farm,2025-10-01,2022.828356793282,price,upper
2445,el retiro Farm,2026-01-01,2079.0455364449704,price,upper
2446,el retiro Farm,2026-04-01,2109.4892553073687,price,upper
2447,el retiro Farm,2026-07-01,2152.620407092658,price,upper
2448,el retiro Farm,2026-10-01,2188.5203756878177,price,upper
2449,el retiro Farm,2027-01-01,2236.627071531227,price,upper
2450,el retiro Farm,2027-04-01,2262.496042043256,price,upper
2451,el retiro Farm,2027-07-01,2322.8648168822324,price,upper
2452,el retiro Farm,2027-10-01,2361.767294403595,price,upper
2453,el retiro Farm,2028-01-01,2407.513701624133,price,upper
2454,el retiro Farm,2028-04-01,2460.2544712860513,price,upper
2455,el retiro Farm,2028-07-01,2506.6417132444067,price,upper
2456,el retiro Farm,2028-10-01,2552.771534928496,price,upper
2457,la moraleja Property,2023-10-01,6225.534658245724,price,upper
2458,la moraleja Property,2024-01-01,6255.718514993119,price,upper
2459,la moraleja Property,2024-04-01,6276.808574318672,price,upper
2460,la moraleja Property,2024-07-01,6299.6164654105705,price,upper
2461,la moraleja Property,2024-10-01,6316.299863394739,price,upper
2462,la moraleja Property,2025-01-01,6334.418385855861,price,upper
2463,la moraleja Property,2025-04-01,6352.138170587012,price,upper
2464,la moraleja Property,2025-07-01,6370.119778008105,price,upper
2465,la moraleja Property,2025-10-01,6387.826147076627,price,upper
2466,la moraleja Property,2026-01-01,6405.697259797451,price,upper
2467,la moraleja Property,2026-04-01,6423.6068522371925,price,upper
2468,la moraleja Property,2026-07-01,6441.589212790513,price,upper
2469,la moraleja Property,2026-10-01,6459.606335716599,price,upper
2470,la moraleja Property,2027-01-01,6477.683670229082,price,upper
2471,la moraleja Property,2027-04-01,6495.812199815029,price,upper
2472,la moraleja Property,2027-07-01,6513.993583787211,price,upper
2473,la moraleja Property,2027-10-01,6532.22523146392,price,upper
2474,la moraleja Property,2028-01-01,6550.508708173921,price,upper
2475,la moraleja Property,2028-04-01,6568.843492106541,price,upper
2476,la moraleja Property,2028-07-01,6587.229776824223,price,upper
2477,la moraleja Property,2028-10-01,6605.667510561266,price,upper
2478,la volcana Apartments,2023-10-01,1634.243681581129,price,upper
2479,la volcana Apartments,2024-01-01,1758.0946699381411,price,upper
2480,la volcana Apartments,2024-04-01,1856.2538574998757,price,upper
2481,la volcana Apartments,2024-07-01,1952.3999564084822,price,upper
2482,la volcana Apartments,2024-10-01,2009.9483047899505,price,upper
2483,la volcana Apartments,2025-01-01,2052.835819346099,price,upper
2484,la volcana Apartments,2025-04-01,2111.2841150012473,price,upper
2485,la volcana Apartments,2025-07-01,2174.600822023618,price,upper
2486,la volcana Apartments,2025-10-01,2219.906784647968,price,upper
2487,la volcana Apartments,2026-01-01,2265.071186280836,price,upper
2488,la volcana Apartments,2026-04-01,2306.119757209199,price,upper
2489,la volcana Apartments,2026-07-01,2348.453057305521,price,upper
2490,la volcana Apartments,2026-10-01,2386.9932834903198,price,upper
2491,la volcana Apartments,2027-01-01,2431.830801575283,price,upper
2492,la volcana Apartments,2027-04-01,2486.731468918709,price,upper
2493,la volcana Apartments,2027-07-01,2524.14998194349,price,upper
2494,la volcana Apartments,2027-10-01,2563.7679199489226,price,upper
2495,la volcana Apartments,2028-01-01,2590.9233656882134,price,upper
2496,la volcana Apartments,2028-04-01,2647.761016043184,price,upper
2497,la volcana Apartments,2028-07-01,2681.7326083841754,price,upper
2498,la volcana Apartments,2028-10-01,2748.3486292989373,price,upper
2499,lagasca Property,2023-10-01,7385.972599375407,price,upper
2500,lagasca Property,2024-01-01,7604.719177454065,price,upper
2501,lagasca Property,2024-04-01,7703.27421875992,price,upper
2502,lagasca Property,2024-07-01,7776.044839799831,price,upper
2503,lagasca Property,2024-10-01,7831.59389737869,price,upper
2504,lagasca Property,2025-01-01,7891.905247820659,price,upper
2505,lagasca Property,2025-04-01,7952.6944970149725,price,upper
2506,lagasca Property,2025-07-01,8040.458834195255,price,upper
2507,lagasca Property,2025-10-01,8091.6897009124805,price,upper
2508,lagasca Property,2026-01-01,8158.172322071323,price,upper
2509,lagasca Property,2026-04-01,8250.637089404589,price,upper
2510,lagasca Property,2026-07-01,8291.21499260937,price,upper
2511,lagasca Property,2026-10-01,8332.226746908713,price,upper
2512,lagasca Property,2027-01-01,8375.95221418907,price,upper
2513,lagasca Property,2027-04-01,8445.805923499609,price,upper
2514,lagasca Property,2027-07-01,8498.63918999966,price,upper
2515,lagasca Property,2027-10-01,8565.653077641316,price,upper
2516,lagasca Property,2028-01-01,8582.90867296284,price,upper
2517,lagasca Property,2028-04-01,8628.699702383783,price,upper
2518,lagasca Property,2028-07-01,8689.992293137555,price,upper
2519,lagasca Property,2028-10-01,8709.403403951543,price,upper
2520,Patricia Manor Place,2023-10-01,882.841639085221,r,mean
2521,Patricia Manor Place,2024-01-01,882.7780209864178,r,mean
2522,Patricia Manor Place,2024-04-01,886.7160448952638,r,mean
2523,Patricia Manor Place,2024-07-01,890.7463426423193,r,mean
2524,Patricia Manor Place,2024-10-01,899.014343684777,r,mean
2525,Patricia Manor Place,2025-01-01,907.0004056510969,r,mean
2526,Patricia Manor Place,2025-04-01,914.799682552578,r,mean
2527,Patricia Manor Place,2025-07-01,922.7328791805251,r,mean
2528,Patricia Manor Place,2025-10-01,930.3232193622767,r,mean
2529,Patricia Manor Place,2026-01-01,938.0297887673636,r,mean
2530,Patricia Manor Place,2026-04-01,945.8347409407755,r,mean
2531,Patricia Manor Place,2026-07-01,953.7009645399332,r,mean
2532,Patricia Manor Place,2026-10-01,961.6775981373585,r,mean
2533,Patricia Manor Place,2027-01-01,969.7159921624764,r,mean
2534,Patricia Manor Place,2027-04-01,977.818264291929,r,mean
2535,Patricia Manor Place,2027-07-01,985.9887739899922,r,mean
2536,Patricia Manor Place,2027-10-01,994.222878567673,r,mean
2537,Patricia Manor Place,2028-01-01,1002.5263026063992,r,mean
2538,Patricia Manor Place,2028-04-01,1010.8994387330571,r,mean
2539,Patricia Manor Place,2028-07-01,1019.3424574945857,r,mean
2540,Patricia Manor Place,2028-10-01,1027.8564889408528,r,mean
2541,Regency - Tanglewood - Marquee - Wildwood,2023-10-01,910.265499831922,r,mean
2542,Regency - Tanglewood - Marquee - Wildwood,2024-01-01,927.4069067300586,r,mean
2543,Regency - Tanglewood - Marquee - Wildwood,2024-04-01,949.584160099588,r,mean
2544,Regency - Tanglewood - Marquee - Wildwood,2024-07-01,968.4383051442929,r,mean
2545,Regency - Tanglewood - Marquee - Wildwood,2024-10-01,980.4251928568291,r,mean
2546,Regency - Tanglewood - Marquee - Wildwood,2025-01-01,991.8463053238881,r,mean
2547,Regency - Tanglewood - Marquee - Wildwood,2025-04-01,1000.8764501889821,r,mean
2548,Regency - Tanglewood - Marquee - Wildwood,2025-07-01,1008.6733779792414,r,mean
2549,Regency - Tanglewood - Marquee - Wildwood,2025-10-01,1017.0240777159902,r,mean
2550,Regency - Tanglewood - Marquee - Wildwood,2026-01-01,1024.0579482200594,r,mean
2551,Regency - Tanglewood - Marquee - Wildwood,2026-04-01,1031.21582646756,r,mean
2552,Regency - Tanglewood - Marquee - Wildwood,2026-07-01,1037.707823846369,r,mean
2553,Regency - Tanglewood - Marquee - Wildwood,2026-10-01,1042.6707280220032,r,mean
2554,Regency - Tanglewood - Marquee - Wildwood,2027-01-01,1048.803059960825,r,mean
2555,Regency - Tanglewood - Marquee - Wildwood,2027-04-01,1053.9783249839427,r,mean
2556,Regency - Tanglewood - Marquee - Wildwood,2027-07-01,1058.8444085466192,r,mean
2557,Regency - Tanglewood - Marquee - Wildwood,2027-10-01,1064.9841759004166,r,mean
2558,Regency - Tanglewood - Marquee - Wildwood,2028-01-01,1069.7009429751317,r,mean
2559,Regency - Tanglewood - Marquee - Wildwood,2028-04-01,1074.0152202206746,r,mean
2560,Regency - Tanglewood - Marquee - Wildwood,2028-07-01,1078.1394169343598,r,mean
2561,Regency - Tanglewood - Marquee - Wildwood,2028-10-01,1082.8309980043405,r,mean
2562,Sutton Place,2023-10-01,842.8843412202657,r,mean
2563,Sutton Place,2024-01-01,841.1243478528592,r,mean
2564,Sutton Place,2024-04-01,842.2920663108201,r,mean
2565,Sutton Place,2024-07-01,842.0020803841675,r,mean
2566,Sutton Place,2024-10-01,843.0465821794234,r,mean
2567,Sutton Place,2025-01-01,845.7281348034727,r,mean
2568,Sutton Place,2025-04-01,849.2739179766337,r,mean
2569,Sutton Place,2025-07-01,852.656679777569,r,mean
2570,Sutton Place,2025-10-01,856.4117143181888,r,mean
2571,Sutton Place,2026-01-01,860.5749421090492,r,mean
2572,Sutton Place,2026-04-01,864.9651436916066,r,mean
2573,Sutton Place,2026-07-01,869.352581701516,r,mean
2574,Sutton Place,2026-10-01,873.8466695637686,r,mean
2575,Sutton Place,2027-01-01,878.45230146978,r,mean
2576,Sutton Place,2027-04-01,883.1289749260098,r,mean
2577,Sutton Place,2027-07-01,887.8264178658112,r,mean
2578,Sutton Place,2027-10-01,892.5677317384251,r,mean
2579,Sutton Place,2028-01-01,897.3537803056042,r,mean
2580,Sutton Place,2028-04-01,902.1757869543485,r,mean
2581,Sutton Place,2028-07-01,907.022943352219,r,mean
2582,Sutton Place,2028-10-01,911.9002794560078,r,mean
2583,Turks (Approx) - Miami S. Beach 5 stars,2023-10-01,5015.261253065663,r,mean
2584,Turks (Approx) - Miami S. Beach 5 stars,2024-01-01,5035.299281165154,r,mean
2585,Turks (Approx) - Miami S. Beach 5 stars,2024-04-01,5025.240221308305,r,mean
2586,Turks (Approx) - Miami S. Beach 5 stars,2024-07-01,5033.554175434645,r,mean
2587,Turks (Approx) - Miami S. Beach 5 stars,2024-10-01,5103.780681065474,r,mean
2588,Turks (Approx) - Miami S. Beach 5 stars,2025-01-01,5143.379407452671,r,mean
2589,Turks (Approx) - Miami S. Beach 5 stars,2025-04-01,5178.010357938263,r,mean
2590,Turks (Approx) - Miami S. Beach 5 stars,2025-07-01,5216.110665799863,r,mean
2591,Turks (Approx) - Miami S. Beach 5 stars,2025-10-01,5265.468129144098,r,mean
2592,Turks (Approx) - Miami S. Beach 5 stars,2026-01-01,5309.712334556455,r,mean
2593,Turks (Approx) - Miami S. Beach 5 stars,2026-04-01,5353.396414778369,r,mean
2594,Turks (Approx) - Miami S. Beach 5 stars,2026-07-01,5398.012453415858,r,mean
2595,Turks (Approx) - Miami S. Beach 5 stars,2026-10-01,5444.944279098918,r,mean
2596,Turks (Approx) - Miami S. Beach 5 stars,2027-01-01,5491.296645406083,r,mean
2597,Turks (Approx) - Miami S. Beach 5 stars,2027-04-01,5537.878677983518,r,mean
2598,Turks (Approx) - Miami S. Beach 5 stars,2027-07-01,5584.957218391659,r,mean
2599,Turks (Approx) - Miami S. Beach 5 stars,2027-10-01,5632.780168058224,r,mean
2600,Turks (Approx) - Miami S. Beach 5 stars,2028-01-01,5680.837798258197,r,mean
2601,Turks (Approx) - Miami S. Beach 5 stars,2028-04-01,5729.276247512341,r,mean
2602,Turks (Approx) - Miami S. Beach 5 stars,2028-07-01,5778.145658579049,r,mean
2603,Turks (Approx) - Miami S. Beach 5 stars,2028-10-01,5827.49285183821,r,mean
2604,el retiro Farm,2023-10-01,8.704751940365789,r,mean
2605,el retiro Farm,2024-01-01,8.829048591751874,r,mean
2606,el retiro Farm,2024-04-01,9.112342474801089,r,mean
2607,el retiro Farm,2024-07-01,9.352999155485898,r,mean
2608,el retiro Farm,2024-10-01,9.456505594841206,r,mean
2609,el retiro Farm,2025-01-01,9.550284976433709,r,mean
2610,el retiro Farm,2025-04-01,9.680435232713426,r,mean
2611,el retiro Farm,2025-07-01,9.829608372894256,r,mean
2612,el retiro Farm,2025-10-01,9.922877865179487,r,mean
2613,el retiro Farm,2026-01-01,10.011275168882701,r,mean
2614,el retiro Farm,2026-04-01,10.124466870866973,r,mean
2615,el retiro Farm,2026-07-01,10.257905310360432,r,mean
2616,el retiro Farm,2026-10-01,10.368199884885891,r,mean
2617,el retiro Farm,2027-01-01,10.486112374572974,r,mean
2618,el retiro Farm,2027-04-01,10.594897432031074,r,mean
2619,el retiro Farm,2027-07-01,10.672261647654162,r,mean
2620,el retiro Farm,2027-10-01,10.804559715513625,r,mean
2621,el retiro Farm,2028-01-01,10.938412934286413,r,mean
2622,el retiro Farm,2028-04-01,11.06691708073792,r,mean
2623,el retiro Farm,2028-07-01,11.17366167421109,r,mean
2624,el retiro Farm,2028-10-01,11.302515641646123,r,mean
2625,la moraleja Property,2023-10-01,16.89546195711053,r,mean
2626,la moraleja Property,2024-01-01,16.924731589844637,r,mean
2627,la moraleja Property,2024-04-01,16.781915480718652,r,mean
2628,la moraleja Property,2024-07-01,16.709395506836344,r,mean
2629,la moraleja Property,2024-10-01,16.602648185277268,r,mean
2630,la moraleja Property,2025-01-01,16.590335782274938,r,mean
2631,la moraleja Property,2025-04-01,16.56629541562585,r,mean
2632,la moraleja Property,2025-07-01,16.54417840663594,r,mean
2633,la moraleja Property,2025-10-01,16.474953896465685,r,mean
2634,la moraleja Property,2026-01-01,16.435237603779548,r,mean
2635,la moraleja Property,2026-04-01,16.44553149261582,r,mean
2636,la moraleja Property,2026-07-01,16.351326825184387,r,mean
2637,la moraleja Property,2026-10-01,16.324836319036933,r,mean
2638,la moraleja Property,2027-01-01,16.289409404158846,r,mean
2639,la moraleja Property,2027-04-01,16.26931172195581,r,mean
2640,la moraleja Property,2027-07-01,16.18710934847387,r,mean
2641,la moraleja Property,2027-10-01,16.177125417981788,r,mean
2642,la moraleja Property,2028-01-01,16.11304283417212,r,mean
2643,la moraleja Property,2028-04-01,16.0357983195795,r,mean
2644,la moraleja Property,2028-07-01,16.079017154334363,r,mean
2645,la moraleja Property,2028-10-01,15.99731120539868,r,mean
2646,la volcana Apartments,2023-10-01,12.620470085466666,r,mean
2647,la volcana Apartments,2024-01-01,12.713183590792477,r,mean
2648,la volcana Apartments,2024-04-01,13.033487880480616,r,mean
2649,la volcana Apartments,2024-07-01,13.418860342853243,r,mean
2650,la volcana Apartments,2024-10-01,13.501768014255171,r,mean
2651,la volcana Apartments,2025-01-01,13.617303864047978,r,mean
2652,la volcana Apartments,2025-04-01,13.757700251244632,r,mean
2653,la volcana Apartments,2025-07-01,13.944266570787246,r,mean
2654,la volcana Apartments,2025-10-01,14.050729130833556,r,mean
2655,la volcana Apartments,2026-01-01,14.171629646861577,r,mean
2656,la volcana Apartments,2026-04-01,14.3072748308875,r,mean
2657,la volcana Apartments,2026-07-01,14.405193009804306,r,mean
2658,la volcana Apartments,2026-10-01,14.53580876675618,r,mean
2659,la volcana Apartments,2027-01-01,14.674109118196577,r,mean
2660,la volcana Apartments,2027-04-01,14.801258862756926,r,mean
2661,la volcana Apartments,2027-07-01,14.936519307170446,r,mean
2662,la volcana Apartments,2027-10-01,15.039649007627563,r,mean
2663,la volcana Apartments,2028-01-01,15.179367395797446,r,mean
2664,la volcana Apartments,2028-04-01,15.254026965231802,r,mean
2665,la volcana Apartments,2028-07-01,15.37362855888794,r,mean
2666,la volcana Apartments,2028-10-01,15.552556129675335,r,mean
2667,lagasca Property,2023-10-01,22.893082950359236,r,mean
2668,lagasca Property,2024-01-01,23.428328121022783,r,mean
2669,lagasca Property,2024-04-01,23.706751763692296,r,mean
2670,lagasca Property,2024-07-01,23.83129733078519,r,mean
2671,lagasca Property,2024-10-01,23.963934275662925,r,mean
2672,lagasca Property,2025-01-01,24.07886693400728,r,mean
2673,lagasca Property,2025-04-01,24.134109767703404,r,mean
2674,lagasca Property,2025-07-01,24.202993039927946,r,mean
2675,lagasca Property,2025-10-01,24.263802640774774,r,mean
2676,lagasca Property,2026-01-01,24.30370146615188,r,mean
2677,lagasca Property,2026-04-01,24.348544732524893,r,mean
2678,lagasca Property,2026-07-01,24.402193163894804,r,mean
2679,lagasca Property,2026-10-01,24.431916488554627,r,mean
2680,lagasca Property,2027-01-01,24.50966731911327,r,mean
2681,lagasca Property,2027-04-01,24.577756495807655,r,mean
2682,lagasca Property,2027-07-01,24.638170328829293,r,mean
2683,lagasca Property,2027-10-01,24.68867622445928,r,mean
2684,lagasca Property,2028-01-01,24.713542781856148,r,mean
2685,lagasca Property,2028-04-01,24.773483359007,r,mean
2686,lagasca Property,2028-07-01,24.81888132893657,r,mean
2687,lagasca Property,2028-10-01,24.863433832089186,r,mean
2688,Patricia Manor Place,2023-10-01,882.841639085221,r,lower
2689,Patricia Manor Place,2024-01-01,881.2279140913053,r,lower
2690,Patricia Manor Place,2024-04-01,883.4575006134006,r,lower
2691,Patricia Manor Place,2024-07-01,885.7365332515864,r,lower
2692,Patricia Manor Place,2024-10-01,892.2107397733289,r,lower
2693,Patricia Manor Place,2025-01-01,898.3739355118687,r,lower
2694,Patricia Manor Place,2025-04-01,904.3239322749606,r,lower
2695,Patricia Manor Place,2025-07-01,910.3793197506592,r,lower
2696,Patricia Manor Place,2025-10-01,916.0690898582653,r,lower
2697,Patricia Manor Place,2026-01-01,921.847343592725,r,lower
2698,Patricia Manor Place,2026-04-01,927.6959827934979,r,lower
2699,Patricia Manor Place,2026-07-01,933.5781266709016,r,lower
2700,Patricia Manor Place,2026-10-01,939.5416061456531,r,lower
2701,Patricia Manor Place,2027-01-01,945.5383374947777,r,lower
2702,Patricia Manor Place,2027-04-01,951.5701135942393,r,lower
2703,Patricia Manor Place,2027-07-01,957.640893677681,r,lower
2704,Patricia Manor Place,2027-10-01,963.7458615484016,r,lower
2705,Patricia Manor Place,2028-01-01,969.8902871173979,r,lower
2706,Patricia Manor Place,2028-04-01,976.074239616589,r,lower
2707,Patricia Manor Place,2028-07-01,982.2975721868831,r,lower
2708,Patricia Manor Place,2028-10-01,988.5610626333948,r,lower
2709,Regency - Tanglewood - Marquee - Wildwood,2023-10-01,910.265499831922,r,lower
2710,Regency - Tanglewood - Marquee - Wildwood,2024-01-01,925.0422805917311,r,lower
2711,Regency - Tanglewood - Marquee - Wildwood,2024-04-01,950.9217496001665,r,lower
2712,Regency - Tanglewood - Marquee - Wildwood,2024-07-01,972.90975592248,r,lower
2713,Regency - Tanglewood - Marquee - Wildwood,2024-10-01,988.3549564413663,r,lower
2714,Regency - Tanglewood - Marquee - Wildwood,2025-01-01,1003.5774055283108,r,lower
2715,Regency - Tanglewood - Marquee - Wildwood,2025-04-01,1013.6176901969491,r,lower
2716,Regency - Tanglewood - Marquee - Wildwood,2025-07-01,1025.2926440902884,r,lower
2717,Regency - Tanglewood - Marquee - Wildwood,2025-10-01,1036.3324719240918,r,lower
2718,Regency - Tanglewood - Marquee - Wildwood,2026-01-01,1045.3303985651291,r,lower
2719,Regency - Tanglewood - Marquee - Wildwood,2026-04-01,1054.5672021771597,r,lower
2720,Regency - Tanglewood - Marquee - Wildwood,2026-07-01,1062.4941264170657,r,lower
